name,year,imdb_rating,metascore,votes,genre,runtime
Resident Evil: Welcome to Raccoon City,(2021),5.2,44,55105,"Action, Horror, Sci-Fi",107
Love Hard,(2021),6.3,42,55009,"Comedy, Romance",104
Spiral,(2021),5.2,40,54817,"Crime, Drama, Horror",93
Fear Street: Part Three - 1666,(2021),6.6,68,54608,"Horror, Mystery",114
The Mauritanian,(2021),7.4,53,52673,"Biography, Drama, Thriller",129
Drive My Car,(2021),7.6,91,52490,Drama,179
Infinite,(2021),5.4,28,52008,"Action, Sci-Fi, Thriller",106
Chaos Walking,(2021),5.7,38,49726,"Action, Adventure, Fantasy",109
Blood Red Sky,(2021),6.1,43,49665,"Action, Adventure, Drama",121
In the Heights,(2021),7.3,84,47828,"Drama, Musical, Romance",143
Stowaway,(I) (2021),5.6,63,47372,"Adventure, Sci-Fi, Thriller",116
Titane,(2021),6.6,75,47009,"Drama, Horror, Sci-Fi",108
Escape Room: Tournament of Champions,(2021),5.7,48,46903,"Action, Adventure, Horror",88
Gunpowder Milkshake,(2021),6.0,47,45672,"Action, Crime, Thriller",114
The Witcher: Nightmare of the Wolf,(2021),7.2,67,45456,"Animation, Action, Adventure",83
Stillwater,(2021),6.6,60,44661,"Crime, Drama, Thriller",139
The Hand of God,(2021),7.3,76,43754,Drama,130
Outside the Wire,(2021),5.4,45,43153,"Action, Adventure, Fantasy",114
Thunder Force,(2021),4.5,34,42725,"Action, Adventure, Comedy",106
Cinderella,(I) (2021),4.3,41,42633,"Comedy, Family, Fantasy",113
The Ice Road,(2021),5.6,42,42129,"Action, Adventure, Thriller",109
Being the Ricardos,(2021),6.5,60,41990,"Biography, Drama",131
Oxygen,(2021),6.5,67,39832,"Drama, Fantasy, Sci-Fi",100
Snake Eyes,(2021),5.4,43,39389,"Action, Adventure, Crime",121
Antlers,(2021),5.9,57,39258,"Drama, Horror, Mystery",99
Fatherhood,(I) (2021),6.6,53,38713,"Comedy, Drama",109
Malcolm & Marie,(2021),6.6,53,37934,"Drama, Romance",106
Palmer,(2021),7.2,53,36292,Drama,110
The Card Counter,(2021),6.2,77,36186,"Crime, Drama, Thriller",111
Tom & Jerry,(II) (2021),5.2,32,36080,"Animation, Adventure, Comedy",101
No Sudden Move,(2021),6.4,76,35934,"Crime, Drama, Mystery",115
The Forever Purge,(2021),5.4,53,35041,"Action, Crime, Horror",103
The Marksman,(2021),5.6,44,35024,"Action, Drama",108
The Tragedy of Macbeth,(2021),7.1,87,34915,"Drama, Mystery, Thriller",105
Ron's Gone Wrong,(2021),7.0,65,34792,"Animation, Adventure, Comedy",107
The Eyes of Tammy Faye,(2021),6.6,55,34351,"Biography, Drama, Romance",126
The Protégé,(2021),6.1,48,33245,"Action, Thriller",109
Cherry,(I) (2021),6.6,44,33134,"Biography, Crime, Drama",142
Sweet Girl,(2021),5.5,46,32585,"Action, Drama, Thriller",110
Copshop,(2021),6.2,61,32555,"Action, Thriller",107
Things Heard & Seen,(2021),5.3,49,32312,"Drama, Horror, Mystery",121
Wrong Turn,(2021),5.5,46,31945,"Horror, Thriller",109
C'mon C'mon,(2021),7.4,82,31927,Drama,109
Jolt,(2021),5.6,48,31674,"Action, Comedy, Crime",91
Munich: The Edge of War,(2021),6.8,53,31660,"Biography, Drama, History",130
Parallel Mothers,(2021),7.1,88,30584,Drama,123
Willy's Wonderland,(2021),5.5,44,30461,"Action, Comedy, Horror",88
Lamb,(2021),6.3,68,29669,"Drama, Fantasy, Horror",106
The Tender Bar,(2021),6.7,53,29077,Drama,106
Boiling Point,(I) (2021),7.5,73,28665,"Drama, Thriller",92
Cry Macho,(2021),5.7,58,28184,Drama,104
Wish Dragon,(2021),7.2,59,27889,"Animation, Adventure, Comedy",98
To All the Boys: Always and Forever,(2021),6.3,65,27299,"Comedy, Drama, Romance",109
Old Henry,(2021),7.2,69,26903,"Action, Drama, Western",99
Beckett,(2021),5.7,52,26648,"Action, Crime, Drama",110
Operation Mincemeat,(2021),6.6,65,26565,"Drama, War",128
14 Peaks: Nothing Is Impossible,(2021),7.7,68,26505,"Documentary, Adventure, Sport",101
The Vault,(2021),6.4,50,26497,"Action, Adventure, Thriller",118
Space Sweepers,(2021),6.5,64,26242,"Action, Adventure, Drama",136
Moxie,(I) (2021),6.7,54,26241,"Comedy, Drama, Music",111
He's All That,(2021),4.4,36,25644,"Comedy, Romance",88
Yes Day,(2021),5.7,46,25613,"Comedy, Family",86
A Hero,(I) (2021),7.5,82,25388,Drama,127
Bad Trip,(2021),6.5,61,25383,Comedy,86
Red Rocket,(2021),7.2,76,25274,"Comedy, Drama",130
A Boy Called Christmas,(2021),6.7,61,24013,"Adventure, Drama, Family",106
Redemption Day,(2021),4.5,22,23819,"Action, Drama, Thriller",99
The Map of Tiny Perfect Things,(2021),6.8,61,23618,"Comedy, Fantasy, Romance",98
The Voyeurs,(2021),6.0,54,23197,"Drama, Mystery, Thriller",116
Vacation Friends,(2021),6.3,49,22984,"Adventure, Comedy",103
Till Death,(I) (2021),5.8,66,22599,Thriller,88
Awake,(III) (2021),4.9,35,22526,"Action, Adventure, Drama",96
Voyagers,(2021),5.4,44,22383,"Adventure, Sci-Fi, Thriller",108
The Fallout,(2021),7.0,84,22126,Drama,96
The Unholy,(2021),5.1,36,21715,"Drama, Horror, Mystery",99
Werewolves Within,(2021),6.0,66,20794,"Comedy, Horror, Mystery",97
Benedetta,(2021),6.7,73,20411,"Biography, Drama, History",131
Annette,(2021),6.3,67,20384,"Drama, Musical, Romance",141
Jujutsu Kaisen 0: The Movie,(2021),7.8,71,20111,"Animation, Action, Fantasy",112
Mother/Android,(2021),4.9,43,19450,"Drama, Sci-Fi, Thriller",110
Vivo,(I) (2021),6.7,66,19431,"Animation, Adventure, Comedy",95
Night Teeth,(2021),5.7,42,19139,"Action, Crime, Drama",107
The Boss Baby 2: Family Business,(2021),5.9,39,18955,"Animation, Adventure, Comedy",107
8-Bit Christmas,(2021),6.7,66,18788,"Comedy, Family",97
The Last Letter from Your Lover,(2021),6.7,57,18648,"Drama, Romance",110
Bliss,(I) (2021),5.3,40,18292,"Drama, Romance, Sci-Fi",103
Barb and Star Go to Vista Del Mar,(2021),6.3,64,18217,Comedy,107
Home Sweet Home Alone,(2021),3.6,35,18208,"Comedy, Crime, Family",93
Intrusion,(II) (2021),5.2,39,18056,"Drama, Thriller",92
The Kissing Booth 3,(2021),4.8,36,17856,"Comedy, Romance",112
Pleasure,(2021),6.4,75,17422,Drama,109
Single All the Way,(2021),6.1,49,17395,"Comedy, Drama, Romance",99
No One Gets Out Alive,(2021),5.3,43,17261,"Drama, Horror, Mystery",87
Flee,(2021),7.9,91,17141,"Documentary, Animation, Biography",89
There's Someone Inside Your House,(2021),4.8,45,17045,"Horror, Mystery, Thriller",96
Hypnotic,(2021),5.3,32,17021,"Mystery, Thriller",88
The Rescue,(2021),8.4,84,16962,"Documentary, Action, Mystery",107
Censor,(2021),6.0,69,16568,"Horror, Mystery",84
The Innocents,(2021),7.0,79,16135,"Drama, Fantasy, Horror",117
American Underdog,(2021),7.1,53,15920,"Biography, Drama, Sport",112
The Electrical Life of Louis Wain,(2021),6.8,63,15687,"Biography, Drama, History",111
Respect,(2021),6.6,61,15391,"Biography, Drama, Music",145
After Yang,(2021),6.7,78,15362,"Drama, Sci-Fi",96
Dear Evan Hansen,(2021),6.1,39,15286,"Drama, Musical",137
Passing,(I) (2021),6.7,85,15082,Drama,98
Silent Night,(I) (2021),5.7,52,14962,"Comedy, Drama",92
Mass,(2021),7.6,81,14946,Drama,111
Queenpins,(2021),6.3,45,14767,"Comedy, Crime",110
Swan Song,(I) (2021),6.8,66,14658,"Drama, Romance, Sci-Fi",112
Clifford the Big Red Dog,(2021),5.9,55,14061,"Animation, Adventure, Comedy",96
A Castle for Christmas,(2021),5.5,53,13851,"Adventure, Comedy, Drama",98
Cosmic Sin,(2021),2.5,9,13791,"Action, Sci-Fi",88
The Starling,(2021),6.3,31,13596,"Comedy, Drama",102
The United States vs. Billie Holiday,(2021),6.3,52,13530,"Biography, Drama, Music",126
The Lady of Heaven,(2021),5.7,41,13487,"Action, Drama, History",141
The Addams Family 2,(2021),5.4,37,13273,"Animation, Adventure, Comedy",93
Paranormal Activity: Next of Kin,(2021),5.2,37,13149,"Horror, Mystery, Thriller",98
The Sadness,(2021),6.5,68,13098,Horror,99
Petite Maman,(2021),7.4,93,12892,"Drama, Fantasy",73
Belle,(2021),7.1,83,12825,"Animation, Adventure, Drama",121
Val,(I) (2021),7.6,73,12810,"Documentary, Biography",109
Good on Paper,(2021),5.6,54,12659,"Comedy, Romance",92
Fauci,(2021),6.5,70,12608,"Documentary, Biography, History",104
Locked Down,(I) (2021),5.2,42,12580,"Comedy, Crime, Romance",118
"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",(2021),8.0,96,12177,"Documentary, Music",118
Peter Rabbit 2: The Runaway,(2021),6.2,43,12147,"Adventure, Comedy, Crime",93
Prisoners of the Ghostland,(2021),4.2,53,11980,"Fantasy, Horror, Thriller",103
Wolf,(II) (2021),5.2,52,11954,"Drama, Mystery, Thriller",99
Cyrano,(2021),6.4,66,11902,"Drama, Musical, Romance",123
The Cursed,(2021),6.2,62,11714,"Fantasy, Horror, Mystery",111
Compartment Number 6,(2021),7.3,80,11671,"Drama, Romance",107
Land,(I) (2021),6.6,61,11319,"Adventure, Drama",89
Evangelion: 3.0+1.01 Thrice Upon a Time,(2021),8.0,84,11074,"Animation, Action, Drama",154
Crisis,(2021),6.2,41,11001,"Drama, Thriller",118
The Misfits,(2021),4.4,25,10637,"Action, Adventure, Comedy",94
Finding 'Ohana,(2021),6.1,69,10472,"Action, Adventure, Comedy",123
Encounter,(III) (2021),5.9,57,10054,"Drama, Sci-Fi, Thriller",108
Official Competition,(2021),7.1,79,10037,"Comedy, Drama",115
Firebird,(I) (2021),7.1,49,9913,"Drama, Romance",107
The Alpinist,(2021),7.9,67,9895,Documentary,92
The Colony,(2021),5.4,52,9857,"Action, Adventure, Sci-Fi",104
The Good Boss,(2021),7.1,65,9846,"Comedy, Drama",116
I'm Your Man,(2021),7.1,78,9769,"Comedy, Drama, Romance",108
V/H/S/94,(2021),5.5,63,9695,"Horror, Mystery, Thriller",103
Mad God,(2021),6.8,80,9381,"Animation, Fantasy, Horror",83
Nightbooks,(2021),5.7,65,9379,"Family, Fantasy, Horror",103
The Batman,(2022),7.8,72,650793,"Action, Crime, Drama",176
Top Gun: Maverick,(2022),8.3,78,484813,"Action, Drama",130
Doctor Strange in the Multiverse of Madness,(2022),6.9,60,417603,"Action, Adventure, Fantasy",126
Thor: Love and Thunder,(2022),6.3,57,332596,"Action, Adventure, Comedy",118
Everything Everywhere All at Once,(2022),8.1,81,275974,"Action, Adventure, Comedy",139
Bullet Train,(2022),7.3,49,254194,"Action, Comedy, Thriller",127
Glass Onion,(2022),7.2,81,240326,"Comedy, Crime, Drama",139
Uncharted,(2022),6.3,45,212299,"Action, Adventure",116
Avatar: The Way of Water,(2022),7.9,67,207241,"Action, Adventure, Fantasy",192
The Northman,(2022),7.1,82,205973,"Action, Adventure, Drama",137
The Adam Project,(2022),6.7,55,204230,"Action, Adventure, Comedy",106
Black Adam,(2022),6.4,41,201421,"Action, Adventure, Fantasy",125
The Gray Man,(2022),6.5,49,200879,"Action, Thriller",122
Prey,(I) (2022),7.2,71,193413,"Action, Adventure, Drama",100
Nope,(2022),6.9,77,185272,"Horror, Mystery, Sci-Fi",130
Laal Singh Chaddha,(2022),5.5,46,173329,"Comedy, Drama, Romance",159
Jurassic World: Dominion,(2022),5.6,38,159497,"Action, Adventure, Sci-Fi",147
Elvis,(2022),7.4,64,158551,"Biography, Drama, Music",159
Death on the Nile,(2022),6.3,52,151686,"Crime, Drama, Mystery",127
Fantastic Beasts: The Secrets of Dumbledore,(2022),6.2,47,142404,"Adventure, Family, Fantasy",142
Black Panther: Wakanda Forever,(2022),7.2,67,134046,"Action, Adventure, Drama",161
Morbius,(2022),5.2,35,127360,"Action, Adventure, Horror",104
RRR,(2022),7.9,83,124087,"Action, Drama",187
The Lost City,(2022),6.1,60,123354,"Action, Adventure, Comedy",112
Turning Red,(2022),7.0,83,123089,"Animation, Adventure, Comedy",100
Hustle,(2022),7.3,68,121851,"Comedy, Drama, Sport",117
Scream,(I) (2022),6.3,60,115987,"Horror, Mystery, Thriller",114
Barbarian,(2022),7.0,78,113830,"Horror, Mystery, Thriller",102
Lightyear,(2022),6.0,60,106041,"Animation, Action, Adventure",100
Brahmastra Part One: Shiva,(2022),5.5,57,106008,"Action, Adventure, Fantasy",167
X,(II) (2022),6.6,79,101040,"Horror, Mystery, Thriller",105
All Quiet on the Western Front,(2022),7.8,76,99759,"Action, Drama, War",148
The Menu,(2022),7.3,71,96246,"Comedy, Horror, Thriller",107
The Unbearable Weight of Massive Talent,(2022),7.0,68,90864,"Action, Comedy, Crime",107
Don't Worry Darling,(I) (2022),6.2,48,90517,"Drama, Thriller",123
Smile,(V) (2022),6.6,68,89784,"Horror, Mystery, Thriller",115
Moonfall,(2022),5.1,41,81187,"Action, Adventure, Sci-Fi",130
Day Shift,(2022),6.1,51,77240,"Action, Comedy, Fantasy",113
Ambulance,(2022),6.1,55,74466,"Action, Crime, Drama",136
Where the Crawdads Sing,(2022),7.1,43,70920,"Drama, Mystery, Thriller",125
The Banshees of Inisherin,(2022),7.9,87,69708,"Comedy, Drama",114
Enola Holmes 2,(2022),6.7,64,69668,"Action, Adventure, Crime",129
Sonic the Hedgehog 2,(2022),6.5,47,68248,"Action, Adventure, Comedy",122
Minions: The Rise of Gru,(2022),6.6,56,65244,"Animation, Adventure, Comedy",87
DC League of Super-Pets,(2022),7.2,56,64180,"Animation, Action, Adventure",105
Guillermo del Toro's Pinocchio,(2022),7.7,79,60908,"Animation, Drama, Family",117
Spiderhead,(2022),5.4,54,57598,"Action, Crime, Drama",106
Fresh,(2022),6.7,67,56602,"Comedy, Horror, Thriller",114
Blonde,(2022),5.5,50,54427,"Biography, Drama, Romance",167
The Good Nurse,(2022),6.8,65,54186,"Biography, Crime, Drama",121
Texas Chainsaw Massacre,(2022),4.7,34,54031,"Crime, Horror, Thriller",81
Triangle of Sadness,(2022),7.5,63,53934,"Comedy, Drama",147
Thirteen Lives,(2022),7.8,66,53770,"Action, Adventure, Biography",147
Halloween Ends,(2022),5.0,47,53508,"Horror, Thriller",111
Amsterdam,(2022),6.1,48,51428,"Comedy, Drama, History",134
Fall,(I) (2022),6.4,62,49763,Thriller,107
The Man from Toronto,(2022),5.8,34,49159,"Action, Adventure, Comedy",110
Violent Night,(2022),6.8,55,48709,"Action, Comedy, Crime",112
Deep Water,(I) (2022),5.4,53,47225,"Drama, Mystery, Thriller",115
Samaritan,(2022),5.7,45,46022,"Action, Drama, Fantasy",102
Hocus Pocus 2,(2022),6.0,56,45047,"Comedy, Family, Fantasy",103
Jackass Forever,(2022),6.9,74,44647,"Documentary, Action, Comedy",96
Luckiest Girl Alive,(2022),6.4,54,44534,"Drama, Mystery, Thriller",113
The Outfit,(2022),7.1,69,44299,"Crime, Drama, Mystery",105
The Woman King,(2022),6.7,77,43327,"Action, Drama, History",135
See How They Run,(2022),6.5,60,42633,"Comedy, Crime, Mystery",98
The Sea Beast,(2022),7.1,74,42144,"Animation, Adventure, Comedy",115
The Bad Guys,(2022),6.8,64,41895,"Animation, Adventure, Comedy",100
Men,(2022),6.1,65,41837,"Drama, Fantasy, Horror",100
Chip 'n Dale: Rescue Rangers,(2022),7.0,66,41025,"Animation, Adventure, Comedy",97
Senior Year,(2022),5.5,47,38586,Comedy,111
Purple Hearts,(2022),6.7,30,38535,"Drama, Music, Romance",122
Spirited,(2022),6.6,55,38334,"Comedy, Family, Musical",127
Do Revenge,(2022),6.3,66,38085,Comedy,118
Troll,(2022),5.8,62,37908,"Action, Adventure, Drama",101
Dog,(I) (2022),6.5,61,36520,"Comedy, Drama",101
Pearl,(2022),7.0,73,36335,Horror,103
Hellraiser,(2022),6.0,55,35898,"Horror, Mystery, Thriller",121
Pinocchio,(2022),5.1,38,35383,"Adventure, Comedy, Drama",105
Ticket to Paradise,(2022),6.2,50,35150,"Comedy, Romance",104
Three Thousand Years of Longing,(2022),6.7,60,35116,"Drama, Fantasy, Romance",108
Bodies Bodies Bodies,(2022),6.3,69,34843,"Comedy, Horror, Thriller",94
Me Time,(2022),5.1,25,33535,Comedy,101
Marry Me,(2022),6.1,51,32886,"Comedy, Music, Romance",112
Kimi,(2022),6.3,79,32563,"Crime, Drama, Thriller",89
Orphan: First Kill,(2022),5.9,54,32557,"Crime, Drama, Horror",99
Hotel Transylvania 4: Transformania,(2022),6.0,46,31809,"Animation, Adventure, Comedy",87
The 355,(2022),5.5,40,30608,"Action, Thriller",122
Persuasion,(I) (2022),5.8,42,29817,"Drama, Romance",108
Mr. Harrigan's Phone,(2022),6.0,55,29464,"Drama, Horror, Mystery",104
Crimes of the Future,(2022),5.9,67,29456,"Drama, Horror, Sci-Fi",107
Emily the Criminal,(2022),6.7,75,29267,"Crime, Drama, Thriller",97
Metal Lords,(2022),6.7,59,28158,"Comedy, Music",97
Strange World,(2022),5.5,65,27296,"Animation, Action, Adventure",102
The Wonder,(I) (2022),6.6,71,27223,"Drama, Mystery, Thriller",108
The School for Good and Evil,(2022),5.8,30,26899,"Action, Comedy, Drama",147
The Fabelmans,(2022),7.7,84,26712,Drama,151
Bones and All,(2022),7.0,74,26613,"Drama, Horror, Romance",131
Memory,(2022),5.7,41,26078,"Action, Crime, Thriller",114
Watcher,(I) (2022),6.3,72,25959,"Drama, Horror, Thriller",91
Beast,(I) (2022),5.6,54,25949,"Action, Adventure, Drama",93
No Exit,(I) (2022),6.1,54,25942,"Drama, Mystery, Thriller",95
I Came By,(2022),6.1,57,25554,Thriller,110
Terrifier 2,(2022),6.2,59,25451,Horror,138
The Weekend Away,(2022),5.6,51,25369,"Crime, Drama, Mystery",89
Lou,(I) (2022),6.1,51,25224,"Action, Crime, Drama",107
The Bubble,(2022),4.7,34,24503,Comedy,126
Bros,(I) (2022),6.4,72,24314,"Comedy, Romance",115
Decision to Leave,(2022),7.3,84,24206,"Crime, Drama, Mystery",139
Interceptor,(2022),4.6,51,24165,"Action, Adventure, Drama",99
All the Old Knives,(2022),6.1,62,24036,"Mystery, Thriller",101
Against the Ice,(2022),6.5,49,23936,"Adventure, Drama, History",102
Windfall,(2022),5.7,52,23875,"Crime, Drama, Thriller",92
Falling for Christmas,(2022),5.2,40,23605,"Comedy, Romance",93
Downton Abbey: A New Era,(2022),7.4,63,23321,"Drama, Romance",124
Weird: The Al Yankovic Story,(2022),7.0,70,23125,"Biography, Comedy, Music",108
The Pale Blue Eye,(2022),6.7,56,22519,"Crime, Horror, Mystery",128
The Contractor,(2022),5.8,52,21978,"Action, Drama, Thriller",103
"Good Luck to You, Leo Grande",(2022),7.2,78,21844,"Comedy, Drama",97
Choose or Die,(2022),4.8,43,21832,"Drama, Horror, Thriller",84
Black Crab,(2022),5.7,54,21791,"Action, Adventure, Drama",114
White Noise,(I) (2022),5.8,66,21365,"Comedy, Drama, Horror",136
Father Stu,(2022),6.5,40,21013,"Biography, Drama",124
Slumberland,(2022),6.7,40,20973,"Adventure, Comedy, Family",117
The Swimmers,(2022),7.4,62,20642,"Biography, Drama, Sport",134
Speak No Evil,(2022),6.6,78,19948,"Drama, Horror, Thriller",97
I Want You Back,(2022),6.6,62,19694,"Comedy, Romance",116
Luck,(I) (2022),6.4,48,19653,"Animation, Adventure, Comedy",105
Cha Cha Real Smooth,(2022),7.3,69,19553,"Comedy, Drama",107
Disenchanted,(2022),5.6,50,19267,"Animation, Adventure, Comedy",119
Home Team,(2022),6.0,23,19266,"Comedy, Sport",95
Blacklight,(2022),4.8,27,19107,"Action, Drama, Thriller",104
Look Both Ways,(2022),6.3,49,18852,"Comedy, Drama, Romance",110
The Invitation,(II) (2022),5.3,45,18690,"Horror, Thriller",105
Puss in Boots: The Last Wish,(2022),7.8,75,18226,"Animation, Adventure, Comedy",102
The Greatest Beer Run Ever,(2022),6.8,39,18081,"Adventure, Comedy, Drama",126
Vengeance,(II) (2022),6.8,65,17922,"Comedy, Mystery, Thriller",107
The Bob's Burgers Movie,(2022),7.0,75,17745,"Animation, Adventure, Comedy",102
Tár,(2022),7.7,91,17136,"Biography, Drama, Music",158
Emancipation,(2022),6.0,53,16997,"Action, Thriller",132
Firestarter,(2022),4.6,32,16385,"Drama, Horror, Sci-Fi",94
Aftersun,(II) (2022),7.8,95,16125,Drama,102
The Stranger,(II) (2022),6.6,74,16012,"Crime, Drama, Thriller",117
Not Okay,(2022),6.0,62,15323,"Comedy, Drama",100
A Christmas Story Christmas,(2022),6.7,55,15224,"Comedy, Family",98
Athena,(2022),6.8,73,15205,"Action, Drama, Thriller",99
She Said,(2022),7.2,74,15014,"Drama, History",129
My Policeman,(2022),6.5,50,14933,"Drama, Romance",113
The Noel Diary,(2022),6.1,63,14606,"Comedy, Drama, Romance",99
Navalny,(2022),7.6,82,14528,"Documentary, Biography",98
Roald Dahl's Matilda the Musical,(2022),7.2,72,14190,"Comedy, Drama, Family",117
The Ice Age Adventures of Buck Wild,(2022),4.3,30,14021,"Animation, Adventure, Comedy",82
The Valet,(2022),6.7,62,13499,"Comedy, Drama, Romance",124
Jerry and Marge Go Large,(2022),6.9,52,13408,"Biography, Comedy, Drama",96
Lady Chatterley's Lover,(2022),6.6,67,13320,"Drama, Romance",126
The Princess,(I) (2022),5.6,43,13315,"Action, Drama, Fantasy",94
A Perfect Pairing,(2022),6.1,55,13239,"Comedy, Romance",101
Vesper,(2022),6.0,70,12945,"Adventure, Drama, Sci-Fi",114
"Argentina, 1985",(2022),7.7,78,12413,"Biography, Crime, Drama",140
Our Father,(III) (2022),6.6,45,12398,"Documentary, Crime",97
Mrs. Harris Goes to Paris,(2022),7.1,70,11837,"Comedy, Drama",115
The Whale,(2022),8.1,60,11822,Drama,117
Downfall: The Case Against Boeing,(2022),7.4,68,11585,Documentary,89
Beavis and Butt-Head Do the Universe,(2022),7.0,70,11179,"Animation, Comedy, Sci-Fi",87
Clerks III,(2022),6.4,50,10579,"Comedy, Drama",100
Fire Island,(I) (2022),6.7,72,10571,"Comedy, Romance",105
Stutz,(2022),7.9,76,10372,Documentary,96
Father of the Bride,(2022),5.9,65,10339,"Comedy, Drama, Romance",117
Love in the Villa,(2022),5.4,50,10210,"Comedy, Romance",114
